date,store_id,product_id,sales,is_holiday
2021-01-14,3,10,106,0
2021-01-14,4,1,34,0
2021-01-14,4,2,15,0
2021-01-14,4,3,43,0
2021-01-14,4,4,41,0
2021-01-14,4,5,15,0
2021-01-14,4,6,50,0
2021-01-14,4,7,0,0
2021-01-14,4,8,47,0
2021-01-14,4,9,59,0
2021-01-14,4,10,56,0
2021-01-14,5,1,71,0
2021-01-14,5,2,26,0
2021-01-14,5,3,83,0
2021-01-14,5,4,89,0
2021-01-14,5,5,38,0
2021-01-14,5,6,122,0
2021-01-14,5,7,114,0
2021-01-14,5,8,91,0
2021-01-14,5,9,102,0
2021-01-14,5,10,131,0
2021-01-15,1,1,45,0
2021-01-15,1,2,19,0
2021-01-15,1,3,72,0
2021-01-15,1,4,50,0
2021-01-15,1,5,27,0
2021-01-15,1,6,65,0
2021-01-15,1,7,94,0
2021-01-15,1,8,67,0
2021-01-15,1,9,73,0
2021-01-15,1,10,91,0
2021-01-15,2,1,36,0
2021-01-15,2,2,17,0
2021-01-15,2,3,43,0
2021-01-15,2,4,39,0
2021-01-15,2,5,22,0
2021-01-15,2,6,58,0
2021-01-15,2,7,53,0
2021-01-15,2,8,58,0
2021-01-15,2,9,53,0
2021-01-15,2,10,53,0
2021-01-15,3,1,60,0
2021-01-15,3,2,24,0
2021-01-15,3,3,101,0
2021-01-15,3,4,66,0
2021-01-15,3,5,39,0
2021-01-15,3,6,113,0
2021-01-15,3,7,0,0
2021-01-15,3,8,94,0
2021-01-15,3,9,96,0
2021-01-15,3,10,116,0
2021-01-15,4,1,37,0
2021-01-15,4,2,14,0
2021-01-15,4,3,44,0
2021-01-15,4,4,37,0
2021-01-15,4,5,17,0
2021-01-15,4,6,64,0
2021-01-15,4,7,52,0
2021-01-15,4,8,45,0
2021-01-15,4,9,41,0
2021-01-15,4,10,50,0
2021-01-15,5,1,76,0
2021-01-15,5,2,29,0
2021-01-15,5,3,103,0
2021-01-15,5,4,98,0
2021-01-15,5,5,27,0
2021-01-15,5,6,113,0
2021-01-15,5,7,122,0
2021-01-15,5,8,123,0
2021-01-15,5,9,109,0
2021-01-15,5,10,112,0
2021-01-16,1,1,63,0
2021-01-16,1,2,25,0
2021-01-16,1,3,89,0
2021-01-16,1,4,81,0
2021-01-16,1,5,29,0
2021-01-16,1,6,103,0
2021-01-16,1,7,107,0
2021-01-16,1,8,90,0
2021-01-16,1,9,90,0
2021-01-16,1,10,94,0
2021-01-16,2,1,52,0
2021-01-16,2,2,18,0
2021-01-16,2,3,0,0
2021-01-16,2,4,56,0
2021-01-16,2,5,21,0
2021-01-16,2,6,87,0
2021-01-16,2,7,76,0
2021-01-16,2,8,66,0
2021-01-16,2,9,60,0
2021-01-16,2,10,88,0
2021-01-16,3,1,84,0
2021-01-16,3,2,34,0
2021-01-16,3,3,106,0
2021-01-16,3,4,111,0
2021-01-16,3,5,47,0
2021-01-16,3,6,123,0
2021-01-16,3,7,137,0
2021-01-16,3,8,142,0
2021-01-16,3,9,101,0
2021-01-16,3,10,184,0
2021-01-16,4,1,43,0
2021-01-16,4,2,16,0
2021-01-16,4,3,53,0
2021-01-16,4,4,54,0
2021-01-16,4,5,23,0
2021-01-16,4,6,74,0
2021-01-16,4,7,69,0
2021-01-16,4,8,58,0
2021-01-16,4,9,50,0
2021-01-16,4,10,70,0
2021-01-16,5,1,93,0
2021-01-16,5,2,40,0
2021-01-16,5,3,142,0
2021-01-16,5,4,115,0
2021-01-16,5,5,50,0
2021-01-16,5,6,149,0
2021-01-16,5,7,157,0
2021-01-16,5,8,131,0
2021-01-16,5,9,133,0
2021-01-16,5,10,174,0
2021-01-17,1,1,69,0
2021-01-17,1,2,25,0
2021-01-17,1,3,82,0
2021-01-17,1,4,75,0
2021-01-17,1,5,36,0
2021-01-17,1,6,105,0
2021-01-17,1,7,79,0
2021-01-17,1,8,93,0
2021-01-17,1,9,85,0
2021-01-17,1,10,118,0
2021-01-17,2,1,47,0
2021-01-17,2,2,20,0
2021-01-17,2,3,63,0
2021-01-17,2,4,63,0
2021-01-17,2,5,25,0
2021-01-17,2,6,76,0
2021-01-17,2,7,78,0
2021-01-17,2,8,75,0
2021-01-17,2,9,70,0
2021-01-17,2,10,73,0
2021-01-17,3,1,81,0
2021-01-17,3,2,37,0
2021-01-17,3,3,111,0
2021-01-17,3,4,107,0
2021-01-17,3,5,40,0
2021-01-17,3,6,133,0
2021-01-17,3,7,143,0
2021-01-17,3,8,151,0
2021-01-17,3,9,110,0
2021-01-17,3,10,162,0
2021-01-17,4,1,54,0
2021-01-17,4,2,19,0
2021-01-17,4,3,61,0
2021-01-17,4,4,59,0
2021-01-17,4,5,24,0
2021-01-17,4,6,61,0
2021-01-17,4,7,66,0
2021-01-17,4,8,63,0
2021-01-17,4,9,61,0
2021-01-17,4,10,74,0
2021-01-17,5,1,111,0
2021-01-17,5,2,36,0
2021-01-17,5,3,131,0
2021-01-17,5,4,102,0
2021-01-17,5,5,49,0
2021-01-17,5,6,129,0
2021-01-17,5,7,147,0
2021-01-17,5,8,142,0
2021-01-17,5,9,116,0
2021-01-17,5,10,171,0
2021-01-18,1,1,59,0
2021-01-18,1,2,22,0
2021-01-18,1,3,76,0
2021-01-18,1,4,59,0
2021-01-18,1,5,27,0
2021-01-18,1,6,85,0
2021-01-18,1,7,82,0
2021-01-18,1,8,47,0
2021-01-18,1,9,79,0
2021-01-18,1,10,86,0
2021-01-18,2,1,38,0
2021-01-18,2,2,15,0
2021-01-18,2,3,52,0
2021-01-18,2,4,50,0
2021-01-18,2,5,21,0
2021-01-18,2,6,53,0
2021-01-18,2,7,72,0
2021-01-18,2,8,62,0
2021-01-18,2,9,49,0
2021-01-18,2,10,65,0
2021-01-18,3,1,71,0
2021-01-18,3,2,31,0
2021-01-18,3,3,85,0
2021-01-18,3,4,87,0
2021-01-18,3,5,37,0
2021-01-18,3,6,113,0
2021-01-18,3,7,116,0
2021-01-18,3,8,86,0
2021-01-18,3,9,105,0
2021-01-18,3,10,121,0
2021-01-18,4,1,35,0
2021-01-18,4,2,13,0
2021-01-18,4,3,53,0
2021-01-18,4,4,45,0
2021-01-18,4,5,16,0
2021-01-18,4,6,54,0
2021-01-18,4,7,39,0
2021-01-18,4,8,43,0
2021-01-18,4,9,44,0
2021-01-18,4,10,55,0
2021-01-18,5,1,72,0
2021-01-18,5,2,26,0
2021-01-18,5,3,90,0
2021-01-18,5,4,77,0
2021-01-18,5,5,33,0
2021-01-18,5,6,91,0
2021-01-18,5,7,119,0
2021-01-18,5,8,101,0
2021-01-18,5,9,83,0
2021-01-18,5,10,128,0
2021-01-19,1,1,50,0
2021-01-19,1,2,20,0
2021-01-19,1,3,75,0
2021-01-19,1,4,56,0
2021-01-19,1,5,26,0
2021-01-19,1,6,77,0
2021-01-19,1,7,76,0
2021-01-19,1,8,63,0
2021-01-19,1,9,64,0
2021-01-19,1,10,80,0
2021-01-19,2,1,43,0
2021-01-19,2,2,12,0
2021-01-19,2,3,45,0
2021-01-19,2,4,47,0
2021-01-19,2,5,20,0
2021-01-19,2,6,54,0
2021-01-19,2,7,61,0
2021-01-19,2,8,60,0
2021-01-19,2,9,52,0
2021-01-19,2,10,64,0
2021-01-19,3,1,70,0
2021-01-19,3,2,32,0
2021-01-19,3,3,108,0
2021-01-19,3,4,83,0
2021-01-19,3,5,36,0
2021-01-19,3,6,97,0
2021-01-19,3,7,111,0
2021-01-19,3,8,103,0
2021-01-19,3,9,88,0
2021-01-19,3,10,113,0
